inventory_id,dealer_id,product_id,stock_level,reorder_threshold,last_restock_date,last_sold_date,location,daily_consumption_rate,avg_monthly_demand,supplier_lead_time,order_quantity,days_since_restock,days_since_last_sold,safety_stock_level,historical_sales,stock_reorder_flag,stock_value
5060,202,5425,439,36,2024-11-30 06:08:32.831773,2025-01-30 06:08:32.903060,Warehouse A,1.87,56,7,176,84,23,19,2121,0,26097.82
5061,408,9661,220,75,2024-12-17 06:08:32.831782,2024-12-26 06:08:32.903065,Distribution Hub,2.46,73,22,162,67,58,81,3795,0,8393.79
5062,292,4830,109,68,2024-12-27 06:08:32.831791,2025-02-09 06:08:32.903071,Distribution Hub,3.55,106,19,38,57,13,101,1997,0,4860.9
5063,340,7992,57,37,2025-01-17 06:08:32.831799,2025-01-05 06:08:32.903076,Warehouse A,0.96,28,29,119,36,48,41,3427,0,708.67
5064,161,1533,471,33,2024-12-27 06:08:32.831808,2025-01-13 06:08:32.903081,Distribution Hub,1.35,40,15,31,57,40,30,985,0,7884.83
5065,116,5562,64,60,2025-01-10 06:08:32.831817,2025-01-03 06:08:32.903086,Warehouse A,0.65,19,9,124,43,50,8,4600,0,2867.96
5066,270,8120,471,30,2025-01-09 06:08:32.831824,2025-02-20 06:08:32.903091,Warehouse A,4.56,136,29,99,44,2,198,3566,0,9124.28
5067,124,7563,57,40,2024-12-22 06:08:32.831829,2025-01-07 06:08:32.903097,Warehouse B,3.08,92,20,197,62,46,92,519,0,1313.69
5068,350,8289,157,84,2024-12-01 06:08:32.831837,2025-02-02 06:08:32.903102,Store X,2.86,85,28,99,83,20,120,666,0,6284.46
5069,352,5087,75,59,2024-12-23 06:08:32.831846,2025-01-28 06:08:32.903107,Store Y,3.68,110,23,189,61,25,126,3205,0,4108.48
5070,486,9953,18,49,2025-02-11 06:08:32.831856,2025-02-22 06:08:32.903112,Distribution Hub,4.95,148,8,94,11,0,59,2625,1,1043.38
5071,306,3355,383,77,2024-12-07 06:08:32.831861,2025-01-24 06:08:32.903119,Warehouse B,1.28,38,26,158,77,29,49,2860,0,19726.48
5072,128,2955,484,25,2025-01-20 06:08:32.831867,2025-01-03 06:08:32.903128,Store Y,1.1,33,15,115,33,50,24,2986,0,5774.32
5073,216,3971,189,85,2024-12-18 06:08:32.831872,2025-02-19 06:08:32.903136,Store Y,1.83,54,16,145,66,3,43,4113,0,2378.51
5074,381,6539,249,95,2025-01-30 06:08:32.831877,2025-02-09 06:08:32.903145,Distribution Hub,4.57,137,9,126,23,13,61,4127,0,6110.37
5075,479,8493,359,72,2025-01-04 06:08:32.831883,2025-02-05 06:08:32.903150,Distribution Hub,2.35,70,14,75,49,17,49,2037,0,31671.43
5076,243,2672,362,65,2025-02-02 06:08:32.831888,2025-02-11 06:08:32.903156,Warehouse B,4.07,122,14,122,20,11,85,4756,0,5646.19
5077,124,3836,373,89,2025-02-07 06:08:32.831893,2025-01-16 06:08:32.903161,Distribution Hub,1.41,42,23,27,15,37,48,1216,0,27454.15
5078,409,5927,451,33,2024-12-18 06:08:32.831898,2025-01-12 06:08:32.903166,Store Y,2.72,81,9,90,66,41,36,2033,0,37361.61
5079,255,5939,78,37,2025-01-23 06:08:32.831903,2025-01-18 06:08:32.903171,Distribution Hub,1.07,32,9,152,30,35,14,3955,0,1167.78
5080,172,4644,83,94,2024-11-25 06:08:32.831909,2025-02-07 06:08:32.903176,Warehouse B,2.36,70,29,12,89,15,102,2264,1,5119.98
5081,219,3297,171,98,2025-02-18 06:08:32.831914,2025-02-22 06:08:32.903181,Warehouse B,1.68,50,8,94,4,0,20,3394,0,13348.81
5082,411,5061,211,40,2024-12-20 06:08:32.831924,2025-02-20 06:08:32.903186,Warehouse B,2.97,89,28,92,64,2,124,1118,0,17154.94
5083,420,4166,373,24,2024-12-19 06:08:32.831933,2025-01-15 06:08:32.903192,Distribution Hub,4.01,120,8,68,65,38,48,3478,0,2892.59
5084,192,1183,444,51,2025-02-14 06:08:32.831939,2025-01-19 06:08:32.903197,Store X,4.72,141,6,192,8,34,42,1628,0,24794.67
5085,185,3846,148,59,2025-01-01 06:08:32.831944,2024-12-31 06:08:32.903202,Warehouse B,1.78,53,7,131,52,53,18,4782,0,3360.35
5086,435,5722,9,95,2025-02-08 06:08:32.831949,2024-12-26 06:08:32.903207,Store X,3.84,115,8,169,14,58,46,4547,1,805.36
5087,463,1782,29,14,2024-12-26 06:08:32.831954,2025-02-08 06:08:32.903212,Warehouse A,4.49,134,12,20,58,14,80,3005,0,1425.64
5088,217,2507,279,57,2025-02-11 06:08:32.831960,2025-01-16 06:08:32.903217,Warehouse B,1.06,31,13,190,11,37,20,3076,0,12414.0
5089,332,6855,431,22,2024-12-25 06:08:32.831969,2025-02-07 06:08:32.903223,Store X,3.14,94,26,166,59,15,122,4255,0,10622.64
5090,298,8538,54,41,2025-01-29 06:08:32.831978,2025-02-06 06:08:32.903228,Store X,3.25,97,12,76,24,16,58,759,0,1276.6
5091,305,1676,359,76,2024-11-26 06:08:32.831986,2025-01-20 06:08:32.903233,Store Y,1.73,51,16,141,88,33,41,1541,0,35601.45
5092,438,8250,126,88,2025-01-21 06:08:32.831995,2025-02-13 06:08:32.903238,Store X,0.6,18,14,146,32,9,12,3871,0,1439.55
5093,246,8813,179,39,2024-11-25 06:08:32.832005,2025-02-12 06:08:32.903243,Store Y,1.66,49,9,66,89,10,22,4509,0,1610.34
5094,370,5090,231,15,2025-01-07 06:08:32.832014,2025-01-26 06:08:32.903248,Store X,3.13,93,9,175,46,27,42,1117,0,6990.41
5095,486,6723,380,34,2025-01-25 06:08:32.832023,2025-01-27 06:08:32.903254,Store X,1.38,41,28,16,28,26,57,4309,0,15131.48
5096,238,3686,421,37,2025-02-06 06:08:32.832032,2025-01-16 06:08:32.903259,Warehouse A,1.79,53,19,172,16,37,51,543,0,17632.09
5097,280,9382,450,71,2025-01-11 06:08:32.832041,2025-02-05 06:08:32.903264,Store X,3.69,110,24,184,42,17,132,1902,0,10447.44
5098,129,9526,92,31,2025-02-06 06:08:32.832046,2025-01-07 06:08:32.903269,Distribution Hub,2.29,68,7,43,16,46,24,2341,0,8667.75
5099,156,8689,7,77,2025-02-10 06:08:32.832052,2025-01-06 06:08:32.903274,Distribution Hub,0.79,23,6,72,12,47,7,1127,1,634.91
5100,331,2110,412,24,2024-12-08 06:08:32.832062,2025-01-24 06:08:32.903279,Distribution Hub,2.3,69,19,18,76,29,65,2189,0,21522.83
5101,245,1578,246,35,2024-12-22 06:08:32.832068,2025-02-10 06:08:32.903285,Warehouse A,5.0,150,17,99,62,12,127,572,0,18842.16
5102,483,1061,393,72,2025-01-19 06:08:32.832073,2025-02-07 06:08:32.903290,Store X,1.67,50,28,28,34,15,70,2711,0,10356.73
5103,147,1386,452,27,2025-01-15 06:08:32.832079,2025-02-21 06:08:32.903296,Warehouse A,1.69,50,16,163,38,1,40,4751,0,38965.71
5104,293,3200,330,82,2024-11-30 06:08:32.832086,2025-02-03 06:08:32.903305,Store X,1.26,37,18,183,84,19,34,981,0,14564.03
5105,323,2683,195,72,2025-01-06 06:08:32.832094,2025-02-11 06:08:32.903313,Store Y,1.72,51,16,65,47,11,41,1711,0,3448.73
5106,235,7321,432,71,2024-12-05 06:08:32.832103,2025-01-25 06:08:32.903323,Warehouse A,3.09,92,19,19,79,28,88,964,0,34708.82
5107,121,9056,441,77,2025-01-31 06:08:32.832112,2025-01-08 06:08:32.903330,Distribution Hub,4.84,145,25,129,22,45,181,3587,0,22345.64
5108,105,9678,162,57,2024-12-04 06:08:32.832121,2025-02-15 06:08:32.903336,Distribution Hub,3.23,96,26,180,80,7,125,1193,0,10152.51
5109,303,8414,433,59,2024-11-26 06:08:32.832130,2025-01-16 06:08:32.903345,Distribution Hub,2.34,70,29,167,88,37,101,2254,0,39870.67
5110,338,7643,39,72,2025-02-19 06:08:32.832138,2025-01-08 06:08:32.903354,Store X,2.25,67,17,49,3,45,57,3787,1,2315.49
5111,284,9732,253,78,2025-02-21 06:08:32.832143,2024-12-29 06:08:32.903361,Store X,0.61,18,7,192,1,55,6,3703,0,7662.7
5112,459,6631,395,15,2024-12-31 06:08:32.832148,2025-01-07 06:08:32.903366,Warehouse A,0.51,15,19,195,53,46,14,1871,0,14842.92
5113,391,8945,84,67,2024-12-20 06:08:32.832153,2025-02-03 06:08:32.903371,Warehouse B,4.09,122,24,40,64,19,147,4520,0,7254.35
5114,434,8726,271,60,2025-01-09 06:08:32.832159,2024-12-26 06:08:32.903376,Store X,2.71,81,22,56,44,58,89,459,0,22284.02
5115,319,6169,77,21,2025-01-06 06:08:32.832164,2025-01-19 06:08:32.903382,Warehouse B,0.65,19,10,46,47,34,9,2548,0,5795.32
5116,215,7787,212,56,2025-01-15 06:08:32.832169,2025-01-15 06:08:32.903387,Warehouse B,1.79,53,19,194,38,38,51,2763,0,3656.99
5117,412,5467,303,18,2024-12-21 06:08:32.832174,2025-01-23 06:08:32.903392,Store X,2.11,63,29,88,63,30,91,1538,0,7108.94
5118,148,6232,254,16,2024-12-03 06:08:32.832180,2025-02-07 06:08:32.903397,Warehouse A,4.02,120,16,194,81,15,96,898,0,18233.13
5119,272,9130,90,38,2025-01-12 06:08:32.832185,2025-01-31 06:08:32.903404,Warehouse B,2.45,73,6,108,41,22,22,2934,0,2827.45
5120,181,7196,483,87,2025-02-01 06:08:32.832190,2025-01-20 06:08:32.903414,Warehouse A,4.05,121,9,140,21,33,54,4539,0,35055.05
5121,421,4907,384,60,2025-01-08 06:08:32.832195,2025-01-22 06:08:32.903422,Warehouse A,3.35,100,21,166,45,31,105,2384,0,27217.17
5122,432,5288,192,93,2025-02-09 06:08:32.832217,2025-02-06 06:08:32.903428,Store X,0.65,19,17,54,13,16,16,1611,0,11696.62
5123,144,7734,252,64,2024-12-18 06:08:32.832229,2025-01-11 06:08:32.903433,Warehouse B,4.86,145,17,96,66,42,123,4520,0,24920.51
5124,434,2080,277,68,2024-12-18 06:08:32.832237,2025-01-30 06:08:32.903438,Warehouse A,1.32,39,8,82,66,23,15,599,0,24395.5
5125,119,7240,142,65,2025-01-10 06:08:32.832243,2025-01-19 06:08:32.903443,Warehouse B,1.74,52,20,11,43,34,52,1938,0,2337.46
5126,320,1197,243,31,2024-12-22 06:08:32.832248,2024-12-31 06:08:32.903449,Warehouse A,4.14,124,12,152,62,53,74,2658,0,18143.54
5127,222,8814,211,27,2024-11-25 06:08:32.832253,2025-01-31 06:08:32.903454,Store X,1.35,40,7,155,89,22,14,3671,0,18065.16
5128,333,8851,194,67,2025-01-05 06:08:32.832262,2025-02-15 06:08:32.903459,Warehouse A,2.3,69,24,166,48,7,82,3212,0,17039.57
5129,320,2600,269,49,2025-01-27 06:08:32.832271,2024-12-31 06:08:32.903464,Store X,4.39,131,6,49,26,53,39,4580,0,14487.62
5130,422,8462,328,98,2024-12-23 06:08:32.832279,2025-01-31 06:08:32.903469,Store X,3.37,101,29,12,61,22,146,2749,0,28363.57
5131,438,7866,18,40,2024-12-22 06:08:32.832293,2025-02-02 06:08:32.903475,Warehouse B,1.86,55,25,67,62,20,69,4730,1,1550.96
5132,102,4692,39,65,2024-12-02 06:08:32.832302,2025-02-04 06:08:32.903480,Warehouse B,3.4,102,7,80,82,18,35,3897,1,2247.33
5133,281,9875,97,44,2025-02-08 06:08:32.832311,2025-01-23 06:08:32.903485,Warehouse B,4.16,124,15,103,14,30,93,1858,0,5472.05
5134,305,4083,3,35,2024-12-30 06:08:32.832317,2025-01-04 06:08:32.903490,Store Y,2.32,69,15,175,54,49,52,2464,1,190.35
5135,419,4989,32,77,2025-01-12 06:08:32.832323,2025-02-16 06:08:32.903495,Warehouse B,3.07,92,14,166,41,6,64,3585,1,638.05
5136,139,1332,298,93,2024-12-24 06:08:32.832328,2025-01-06 06:08:32.903501,Warehouse B,4.95,148,27,168,60,47,200,4369,0,22408.35
5137,158,7106,164,43,2025-02-13 06:08:32.832333,2025-01-30 06:08:32.903506,Warehouse A,4.84,145,15,135,9,23,108,4210,0,14692.39
5138,161,8333,449,85,2025-01-09 06:08:32.832338,2025-01-08 06:08:32.903511,Store Y,2.79,83,21,114,44,45,87,3713,0,26131.34
5139,231,7655,26,25,2024-12-28 06:08:32.832344,2025-02-15 06:08:32.903516,Store Y,0.93,27,29,52,56,7,40,3615,0,1950.01
5140,159,6308,172,51,2025-02-19 06:08:32.832349,2025-02-10 06:08:32.903521,Warehouse A,3.65,109,11,164,3,12,60,212,0,9394.45
5141,471,5200,336,14,2024-12-25 06:08:32.832354,2025-02-20 06:08:32.903526,Warehouse B,1.71,51,5,164,59,2,12,4834,0,19616.69
5142,430,3721,112,70,2024-12-11 06:08:32.832359,2025-01-20 06:08:32.903532,Distribution Hub,3.51,105,24,127,73,33,126,1148,0,6700.06
5143,221,9998,433,53,2025-02-09 06:08:32.832365,2025-02-10 06:08:32.903537,Store X,2.08,62,19,78,13,12,59,1637,0,12680.39
5144,206,2064,372,44,2025-01-23 06:08:32.832370,2024-12-28 06:08:32.903542,Store Y,3.73,111,11,12,30,56,61,1188,0,28906.38
5145,195,7820,379,10,2024-12-31 06:08:32.832375,2024-12-31 06:08:32.903547,Warehouse A,2.15,64,8,166,53,53,25,4023,0,16903.74
5146,446,9512,94,52,2024-12-04 06:08:32.832381,2024-12-27 06:08:32.903553,Distribution Hub,4.74,142,27,112,80,57,191,2064,0,1005.25
5147,334,4957,318,41,2025-01-02 06:08:32.832386,2025-01-22 06:08:32.903558,Store X,1.12,33,7,150,51,31,11,271,0,16233.22
5148,485,3382,232,72,2025-01-11 06:08:32.832391,2025-01-19 06:08:32.903563,Distribution Hub,0.81,24,24,106,42,34,29,4349,0,3899.79
5149,161,4231,133,42,2025-01-27 06:08:32.832396,2025-02-02 06:08:32.903568,Warehouse B,4.02,120,7,69,26,20,42,2539,0,10763.18
5150,355,8008,123,86,2024-12-25 06:08:32.832402,2025-02-22 06:08:32.903573,Warehouse A,2.31,69,24,93,59,0,83,4278,0,2618.61
5151,148,2500,371,75,2024-12-15 06:08:32.832407,2025-02-21 06:08:32.903578,Store X,2.6,78,14,76,69,1,54,1282,0,33681.18
5152,492,2568,350,39,2024-12-05 06:08:32.832413,2024-12-28 06:08:32.903584,Store X,4.7,141,7,116,79,56,49,3789,0,31285.82
5153,447,6892,322,19,2025-02-19 06:08:32.832422,2025-01-12 06:08:32.903589,Warehouse B,3.15,94,9,90,3,41,42,4965,0,28785.25
5154,258,4281,487,32,2025-01-12 06:08:32.832430,2025-01-11 06:08:32.903594,Warehouse B,3.47,104,24,132,41,42,124,2085,0,17097.81
5155,223,5089,450,48,2025-02-21 06:08:32.832438,2025-01-28 06:08:32.903599,Warehouse B,0.59,17,23,56,1,25,20,3733,0,15799.88
5156,416,2865,352,54,2024-12-19 06:08:32.832447,2025-02-20 06:08:32.903604,Warehouse A,3.52,105,25,106,65,2,132,2541,0,13872.36
5157,306,6600,115,38,2024-12-14 06:08:32.832455,2025-01-30 06:08:32.903609,Store Y,2.25,67,14,170,70,23,47,1363,0,10197.45
5158,147,7055,442,39,2024-12-09 06:08:32.832466,2025-01-28 06:08:32.903617,Distribution Hub,2.57,77,13,15,75,25,50,145,0,18225.77
5159,235,1004,12,43,2025-01-03 06:08:32.832475,2025-02-15 06:08:32.903623,Warehouse A,4.14,124,15,127,50,7,93,1336,1,705.36
5160,300,8959,404,61,2024-12-04 06:08:32.832484,2025-01-07 06:08:32.903628,Warehouse A,2.86,85,5,87,80,46,21,4430,0,39291.26
5161,349,2168,319,90,2024-11-26 06:08:32.832494,2025-01-17 06:08:32.903633,Distribution Hub,4.94,148,24,79,88,36,177,2416,0,22754.24
5162,413,3398,164,31,2024-12-25 06:08:32.832502,2025-02-15 06:08:32.903638,Store X,4.09,122,17,188,59,7,104,1558,0,13231.13
5163,456,3630,207,14,2024-12-10 06:08:32.832511,2025-02-05 06:08:32.903643,Distribution Hub,3.78,113,27,76,74,17,153,4531,0,10063.2
5164,467,7608,84,20,2024-12-21 06:08:32.832519,2025-02-05 06:08:32.903648,Warehouse B,3.15,94,8,110,63,17,37,2230,0,6464.27
5165,417,1347,247,95,2025-01-28 06:08:32.832528,2025-02-11 06:08:32.903653,Store X,2.36,70,28,159,25,11,99,1083,0,19975.57
5166,394,6861,431,41,2025-02-12 06:08:32.832536,2025-01-18 06:08:32.903658,Warehouse A,0.74,22,27,33,10,35,29,4257,0,30125.82
5167,413,4342,55,33,2024-12-07 06:08:32.832546,2025-01-14 06:08:32.903663,Distribution Hub,0.58,17,25,74,77,39,21,4866,0,5496.37
5168,308,7500,171,20,2025-02-21 06:08:32.832555,2025-02-21 06:08:32.903669,Warehouse A,0.71,21,14,190,1,1,14,2539,0,2136.51
5169,454,3574,140,20,2025-02-08 06:08:32.832563,2025-02-03 06:08:32.903674,Warehouse A,4.81,144,8,137,14,19,57,4092,0,11768.36
5170,310,4825,131,26,2025-02-01 06:08:32.832572,2024-12-29 06:08:32.903679,Distribution Hub,1.95,58,12,178,21,55,35,1945,0,3354.45
5171,291,5593,478,41,2024-12-26 06:08:32.832581,2025-02-20 06:08:32.903684,Warehouse A,3.65,109,21,109,58,2,114,2362,0,30871.9
5172,143,6272,200,92,2025-01-15 06:08:32.832589,2025-01-14 06:08:32.903689,Store Y,3.17,95,6,41,38,39,28,1518,0,16525.88
5173,128,9244,367,36,2025-02-21 06:08:32.832596,2025-01-10 06:08:32.903694,Store Y,3.07,92,25,78,1,43,115,4927,0,24482.31
5174,158,1148,288,41,2024-11-30 06:08:32.832601,2025-01-20 06:08:32.903699,Warehouse A,3.11,93,11,80,84,33,51,4127,0,8926.02
5175,170,9694,420,70,2025-02-17 06:08:32.832607,2025-01-05 06:08:32.903705,Store X,1.86,55,29,54,5,48,80,2128,0,14339.87
5176,191,1869,308,34,2025-01-09 06:08:32.832612,2025-01-08 06:08:32.903710,Store X,4.49,134,7,41,44,45,47,2272,0,19099.83
5177,364,4521,356,73,2024-12-19 06:08:32.832616,2025-01-08 06:08:32.903715,Store X,4.64,139,25,37,65,45,173,3923,0,32401.23
5178,482,4871,407,73,2024-12-27 06:08:32.832622,2025-02-17 06:08:32.903720,Store X,3.4,102,15,106,57,5,76,2578,0,27437.64
5179,319,2300,344,37,2025-01-08 06:08:32.832628,2025-01-14 06:08:32.903725,Store Y,4.39,131,22,23,45,39,144,4679,0,15587.88
5180,489,8595,178,49,2024-12-24 06:08:32.832638,2024-12-28 06:08:32.903730,Store X,0.77,23,10,150,60,56,11,275,0,15514.17
5181,499,5833,424,23,2024-12-18 06:08:32.832646,2025-02-13 06:08:32.903736,Distribution Hub,0.95,28,26,187,66,9,37,174,0,14150.39
5182,314,7670,28,51,2025-01-06 06:08:32.832654,2025-01-30 06:08:32.903741,Store X,3.02,90,24,177,47,23,108,2900,1,1541.07
5183,486,3451,442,48,2025-01-27 06:08:32.832659,2025-02-05 06:08:32.903746,Distribution Hub,4.31,129,18,138,26,17,116,2667,0,15204.9
5184,376,5385,423,11,2025-02-13 06:08:32.832665,2025-01-21 06:08:32.903751,Store Y,1.92,57,17,184,9,32,48,2199,0,33660.77
5185,163,9530,306,90,2025-01-02 06:08:32.832678,2025-01-15 06:08:32.903756,Distribution Hub,2.97,89,6,122,51,38,26,2980,0,7361.62
5186,445,3824,305,10,2025-02-14 06:08:32.832685,2025-02-16 06:08:32.903761,Distribution Hub,0.54,16,20,122,8,6,16,4542,0,20528.0
5187,391,7854,366,41,2025-02-17 06:08:32.832695,2025-01-09 06:08:32.903767,Warehouse A,4.94,148,28,39,5,44,207,1043,0,24769.08
5188,344,6964,35,92,2025-01-14 06:08:32.832703,2025-01-06 06:08:32.903772,Distribution Hub,3.95,118,12,43,39,47,71,4180,1,3270.99
5189,161,1986,462,73,2024-12-16 06:08:32.832712,2025-01-10 06:08:32.903777,Warehouse A,2.13,63,19,55,68,43,60,3258,0,21674.08
5190,431,9171,108,87,2025-01-13 06:08:32.832721,2025-01-25 06:08:32.903782,Store X,4.92,147,17,10,40,28,125,2433,0,5632.35
5191,269,4490,315,40,2025-01-17 06:08:32.832730,2025-02-04 06:08:32.903787,Distribution Hub,0.92,27,5,171,36,18,6,3307,0,19491.64
5192,368,9076,145,67,2025-02-01 06:08:32.832738,2025-01-16 06:08:32.903792,Distribution Hub,2.59,77,6,196,21,37,23,3040,0,2473.22
5193,366,4767,275,91,2025-01-27 06:08:32.832747,2025-01-15 06:08:32.903797,Warehouse B,0.76,22,8,144,26,38,9,1611,0,13263.62
5194,153,3006,388,87,2024-12-09 06:08:32.832756,2025-01-29 06:08:32.903803,Store X,2.01,60,17,179,75,24,51,1445,0,7472.91
5195,115,8925,145,23,2024-11-29 06:08:32.832765,2025-02-06 06:08:32.903808,Distribution Hub,1.49,44,16,28,85,16,35,3888,0,11576.93
5196,107,4107,379,97,2024-11-28 06:08:32.832775,2025-01-03 06:08:32.903813,Distribution Hub,1.92,57,16,150,86,50,46,1844,0,13667.12
5197,203,5468,167,78,2024-12-28 06:08:32.832784,2025-01-17 06:08:32.903818,Warehouse B,4.76,142,5,32,56,36,35,1007,0,7765.98
5198,158,4330,256,25,2024-12-27 06:08:32.832793,2025-02-20 06:08:32.903823,Warehouse A,2.42,72,10,75,57,2,36,4166,0,8165.69
5199,412,9722,274,78,2024-12-25 06:08:32.832802,2025-01-30 06:08:32.903828,Store X,1.96,58,15,140,59,23,44,2771,0,8064.12
5200,139,1923,86,63,2025-02-15 06:08:32.832811,2024-12-27 06:08:32.903833,Warehouse B,3.38,101,20,95,7,57,101,3821,0,8498.21
5201,336,7247,153,22,2025-01-11 06:08:32.832819,2024-12-31 06:08:32.903839,Store X,3.58,107,6,173,42,53,32,1509,0,12871.68
5202,485,9432,496,89,2025-02-09 06:08:32.832829,2025-02-05 06:08:32.903844,Store X,4.93,147,7,186,13,17,51,4850,0,23643.25
5203,193,2896,284,88,2024-11-30 06:08:32.832838,2025-01-05 06:08:32.903849,Warehouse A,2.96,88,15,96,84,48,66,4386,0,23770.71
5204,321,8883,314,40,2024-12-05 06:08:32.832843,2025-01-28 06:08:32.903854,Warehouse A,3.89,116,13,81,79,25,75,4471,0,21754.33
5205,303,4324,318,78,2025-01-19 06:08:32.832848,2025-02-02 06:08:32.903859,Store Y,2.22,66,11,194,34,20,36,4459,0,13954.8
5206,237,1813,97,30,2024-12-31 06:08:32.832854,2025-02-12 06:08:32.903864,Warehouse B,1.27,38,8,98,53,10,15,3538,0,743.03
5207,399,5750,210,39,2025-01-07 06:08:32.832859,2024-12-28 06:08:32.903869,Warehouse B,2.43,72,14,120,46,56,51,2205,0,19274.82
5208,494,8618,445,32,2024-12-27 06:08:32.832864,2024-12-27 06:08:32.903875,Store X,2.38,71,5,148,57,57,17,4843,0,11814.69
5209,306,1782,47,47,2024-12-23 06:08:32.832869,2025-01-13 06:08:32.903880,Store Y,2.39,71,17,50,61,40,60,4993,0,3470.95
5210,435,5055,317,38,2024-11-25 06:08:32.832875,2025-02-06 06:08:32.903885,Store Y,3.63,108,8,15,89,16,43,2201,0,26141.11
5211,180,8789,273,86,2024-12-28 06:08:32.832883,2025-01-03 06:08:32.903890,Store X,2.33,69,17,115,56,50,59,793,0,16582.89
5212,317,9199,193,41,2025-01-24 06:08:32.832892,2025-01-09 06:08:32.903895,Warehouse A,4.79,143,26,54,29,44,186,3906,0,13006.97
5213,101,4139,251,71,2025-02-08 06:08:32.832901,2025-01-16 06:08:32.903900,Store Y,4.92,147,28,194,14,37,206,4575,0,2894.58
5214,277,6007,282,54,2024-12-16 06:08:32.832910,2025-02-02 06:08:32.903906,Warehouse B,2.86,85,15,91,68,20,64,2816,0,16423.66
5215,495,5051,261,58,2024-12-13 06:08:32.832920,2025-02-19 06:08:32.903911,Warehouse A,3.01,90,29,170,71,3,130,833,0,8658.16
5216,470,8575,486,42,2025-02-09 06:08:32.832926,2025-01-22 06:08:32.903916,Distribution Hub,2.33,69,19,198,13,31,66,4199,0,28648.73
5217,445,9709,453,13,2025-02-05 06:08:32.832931,2025-02-05 06:08:32.903921,Store Y,2.1,63,17,27,17,17,53,4495,0,28266.34
5218,378,4190,442,27,2025-01-24 06:08:32.832936,2025-01-10 06:08:32.903926,Store X,4.93,147,8,16,29,43,59,860,0,5288.25
5219,245,6637,261,79,2024-12-03 06:08:32.832941,2024-12-25 06:08:32.903931,Warehouse B,0.68,20,10,38,81,59,10,1657,0,12144.23
5220,417,1578,30,73,2024-12-01 06:08:32.832946,2025-01-26 06:08:32.903936,Store Y,2.35,70,6,153,83,27,21,4698,1,2563.96
5221,323,9138,104,37,2024-12-11 06:08:32.832952,2025-01-18 06:08:32.903941,Store X,1.18,35,6,83,73,35,10,1761,0,1715.53
5222,468,5482,487,67,2025-02-20 06:08:32.832957,2025-01-17 06:08:32.903946,Warehouse B,3.77,113,10,166,2,36,56,4291,0,37096.28
5223,483,2865,349,99,2024-12-22 06:08:32.832962,2025-01-10 06:08:32.903952,Store Y,1.38,41,29,166,62,43,60,1128,0,20043.9
5224,161,6489,311,65,2025-02-02 06:08:32.832967,2025-01-04 06:08:32.903957,Warehouse B,4.48,134,7,25,20,49,47,990,0,19702.2
5225,393,2376,437,29,2024-11-27 06:08:32.832972,2025-01-28 06:08:32.903962,Distribution Hub,2.19,65,24,13,87,25,78,2766,0,3089.71
5226,338,6408,468,86,2024-12-02 06:08:32.832977,2025-01-05 06:08:32.903967,Warehouse B,4.63,138,29,74,82,48,201,2566,0,40744.86
5227,294,9163,168,43,2024-12-28 06:08:32.832983,2024-12-30 06:08:32.903972,Store X,4.94,148,29,81,56,54,214,3757,0,15246.67
5228,265,6058,235,96,2025-01-01 06:08:32.832993,2024-12-30 06:08:32.903977,Store Y,3.97,119,15,138,52,54,89,4243,0,15095.9
5229,321,7283,273,19,2025-01-28 06:08:32.833002,2025-01-30 06:08:32.903983,Store X,3.3,99,19,140,25,23,94,689,0,26991.46
5230,160,2976,342,31,2024-12-22 06:08:32.833012,2025-02-13 06:08:32.903989,Distribution Hub,1.17,35,25,73,62,9,43,587,0,11521.53
5231,228,7443,229,14,2025-02-05 06:08:32.833021,2025-01-16 06:08:32.903994,Warehouse A,4.7,141,13,75,17,37,91,1779,0,5687.53
5232,272,5759,22,53,2025-01-14 06:08:32.833029,2025-01-05 06:08:32.903999,Warehouse B,4.0,120,25,98,39,48,150,1655,1,416.89
5233,255,8595,475,18,2025-02-12 06:08:32.833036,2025-02-15 06:08:32.904004,Store X,1.8,54,25,66,10,7,67,4611,0,10528.98
5234,477,5920,163,52,2024-12-25 06:08:32.833044,2025-02-21 06:08:32.904010,Store Y,2.61,78,11,110,59,1,43,2533,0,1345.76
5235,209,2887,280,13,2025-01-28 06:08:32.833051,2025-01-10 06:08:32.904015,Store Y,0.8,24,19,119,25,43,22,1593,0,20111.25
5236,368,1991,6,51,2025-01-25 06:08:32.833059,2025-01-19 06:08:32.904020,Warehouse A,3.47,104,26,27,28,34,135,2408,1,470.71
5237,455,6228,209,74,2024-12-08 06:08:32.833066,2024-12-29 06:08:32.904025,Store Y,1.06,31,14,115,76,55,22,3365,0,1278.11
5238,490,9046,252,50,2024-12-23 06:08:32.833073,2025-01-02 06:08:32.904033,Distribution Hub,3.43,102,15,48,61,51,77,2388,0,6854.76
5239,377,7450,403,73,2024-12-26 06:08:32.833081,2025-02-02 06:08:32.904042,Warehouse A,3.52,105,27,133,58,20,142,3338,0,10366.14
5240,173,4604,132,64,2025-01-09 06:08:32.833088,2024-12-28 06:08:32.904050,Distribution Hub,1.96,58,6,130,44,56,17,2191,0,8610.03
5241,306,2083,273,99,2024-12-01 06:08:32.833095,2025-01-27 06:08:32.904060,Warehouse B,4.77,143,18,93,83,26,128,268,0,21798.07
